user,tweets
bonni_pc,"Ga kebayang sedihnya CS pas dapat kabar pacarnya wafat pas lagi nunggu flight ke jakarta dr sangatta . 

Dia langsung jatuh gtu aja kak , ujar si cs kepadaku . 

Tp si CS tetap msih rajin kunjungi mama si cowo di pluit @CeritaTranspOL"
bonni_pc,"Pagi tadi dapat customer anak makassar ,  wanita muda kerja di bank di daerah cinere .  Iseng ajak ngobrol ,  eh dia cerita tentang dia yang gagal nikah karena pacarnya yg mau kasih surprise dgn dtg ke jkt , meninggal dunia di bandara sangatta @CeritaTranspOL"
utushardiono,"Malem -malem di Japri sama driver Ojol yg dulu banget pernah anter dari Rumah ke Mol . 
.
.
.
.
.
ngajak ikutan Seminar MLM . Oke .
@CeritaTranspOL"
noediyan,"dari pantauan terakhir , tinggal driver @GrabID yang masih masuk jalur busway , kebetulan driver kompetitor sedang tidak ada yang masuk jalur @PT_TransJakarta 

semoga ketertiban ini dilanjutkan driver @gojekindonesia @GrabID dan @Uber_IDN 

@CeritaTranspOL"
rezaknwn_,@CeritaTranspOL abang gofood baperan
jalucock,"Seandainya ada gojek trabas ..wkwk
@CeritaTranspOL"
luluhusnaa,secerah hati saat mantan kembali
herrysw,Oh ok . Terima kasih atas informasinya .
efyud,"mau rawat wajah apapun tetap akan kalah sama bapak ini , karena dia ...

@CeritaTranspOL"
yogiadinugraha,Busyet . Kagak ada pengecekan semacam klarifikasi ke driver dulu gitu ? Kan kalo diminta klarifikasi driver bisa kasih bukti misal screenshot chat dg penumpang gitu .. surem banget menejemennya ya sebelah pihak
chachastaar,"Wow , apalah aku tanpa Go -Jek  @CeritaTranspOL @gojekindonesia"
yogiadinugraha,Lagian emang gojek sebegitu gampangnya suspend driver ya ?
panjiadithama,Haduh sedih liat rekan PM gegara cust gini . Ane mending cancel aja dech . Semoga kita semu ketemu dgn cust baik dan mengerti kita .amin
pakde_lukman,"Saya juga pernah kaya gitu . Order Go food , Kayanya dia memanfaatkan biar bayarnya lebih murah . Bilangnya ga sengaja milih titik ambil . Pas saya protes bilangnya driver kemarin aja bilang gak apa2 ."
dijalannn,"Makanya parah banget , padahal pasti bilangin baik baik , gw juga pernah gtu , untung ga di laporin"
kejO_Online,Ada ya orang jahat begini . Ckckckckckck .......
galihnyaryu,"setuju kang ,  kita ga dapet keadilan di dunia insya allah nanti dapet di akhirat nanti karena ada yg maha adil dan maha mengetahui"
mochamzah_,"Rata2 setiap diminta penjelasan tentang kesalahan pihak grab cuman bilang ""itu sudah ketentuan sistem "" banyak mitra dapat jawaban seperti itu , seperti pihak grab tidak terbuka"
eLin_lim,"wow , kok kesannya mananjemennya lepas tangan gitu ya ? ya semoga aja dgn ada yg ngeluh langsung mereka bisa sadar + memperbaiki diri ya ."
niwerdyh,"Kalo watir ke performa driver , coba pake grab aja mas , driver ga ada masalah performa kalo dicancel dari pihak customer ko .
Makanya beberapa driver kalo ada kendala seringnya minta customer yang cancel .."
eLin_lim,"ya ini parahnya , perusahaan yg jualannya jasa , tapi CS kayak bot :("
lambeonlen,"sabar , bang . Rejeki abang gak bakal kemana . At least babang udah berusaha memperjuangkan dan Dia pasti liat perjuangan abang ..."
lambeonlen,"Yah , bang  kok bisa beda gitu sih konfirmasi pihak Grab ? Duh , kebiasaan nih Grab . Kemaren juga insentif Lebaran gitu juga kan ..."
Driver2292,"Tips perfect  bwat readers @CeritaTranspOL di @CentralParkMall 
1 . Untuk motor di Indomaret , Alfamart , atau didepan @Jaknote .
2 . Untuk mobil di lobby @pullmanhotels . Bisa jalan via sogo . Kemudian kearah kiri . Atau dari eskalator LG bca / solaria .
Semoga bermanfaat ."
Shankara___,"Bisa dikatakan seperti itu .. 
Kalo di tempat saya disebutnya sitimanong"
ika_fatm,"@CeritaTranspOL karena mas nya lihat saya nangis , dan dijalan kebetulan tengah malem gendong anak bayi , dtnya kenapa , jadi saya sedikit cerita ,. malah ga mau di bayar .katanya mbak yang sabar , itu uangnya buat jajan anaknya aja ... .semoga sehat dan dilancarkan mas gojek"
dituneik,Icon @GrabID lucu nih @CeritaTranspOL
babang_grab,"Cancel order mmg hak . Ttp kl mba nya sbg driver pst emosi jg sih mnrt gw . 
Hy sj bhs emosi si driver yg nyalahin nama gg /jln jd salah argumen .

*pd posisi tsb alangkah baiknya kl mmg buru2 ksh pengertian ke drivernya plus kl bs ksh ongkos cancel . Kasian jg kan wkt &bensin dia sia2"
dimsoii,"@CeritaTranspOL kalo kehilangan hp pas naik uber , udah lapor tapi respon mereka lambat . Kudu ngapain ya ? Posisi driver terpantau dari apps find my phone neh Min ."
CeritaTranspOL,"Halo halo muncul lagi !
Semoga terbiasa ya .."
rrahmnnadya,@CeritaTranspOL iya pa saya mau makan pod :(
strpngst,"Tadi naik gojek pake aplikasi punya ibu , ternyata pake voucher free go ride eh pas turun dikasih pouch sama mas nyah hehe semoga berkah terus lancar rezeki mas 
 unyu bgt ya setiap penumpang dpt pouch makeup gini  @CeritaTranspOL
Ada yg pernah dpt juga ? Hihi"
eLin_lim,halo @CeritaTranspOL gw mau share pengalaman ini :
sihargeol,"Sejak kapan dah drop off atau  up di terminal terpadu Pulo gebang kena biaya parkir 5000 ? Langsung bayar pas masuk pulak ? Preman2 bener2 dah bekerja nih ?
Barusan gue drop off , bayar parkir 5000  @qitmr @CeritaTranspOL"
kholilmuhammad_,@CeritaTranspOL udah nunggu lama ternyata kuncinya ilang
yogitwinsz,"Kadang suka dilema kalo naek ojol tawpun taksol wkt pas dpt yg beda akun sama kendaraannya ...ditolak ataw di trima yak ? Klo di tolak kesian performa driver , klo ditrima risikonya di cs ...@lambeonlen @CeritaTranspOL enaknya gimana yak ..."
galihnyaryu,@GrabID @CeritaTranspOL dilema antara mau  up atau cancel di zona terlarang  up dan customers ga mau kooperatif untuk sedikit menjauh dari pangkalan finally terpaksa saya cancel and say goodbye untuk bonus hari ini insya allah rezeky nya masih ada yg lain aamin
CeritaTranspOL,Ada link langsung dari @kumparan -nya ?
hanafihalfi,"Ko tumben ya tarifnya tinggi banget ?biasanya 35rb an dan paling mahal 50rb an (on demand ),,tpi ini smpe 90rb an ? @gojekindonesia @CeritaTranspOL"
_boywyk,Mas nya mabu mabukan  @CeritaTranspOL
CakraWedaL,"@CeritaTranspOL
Drama pagi ini .
#akurapopo
Order masuk jam stgh 5 . Pas ditelfon bilang jemput nya jam 6 aja . Lalu aku sms seperti SS .
Dan abis itu nunggu 20 menit lebih dan tetep ga dicancel , yauda cancel sendiri , entah selanjutnya gimana ~"
galihnyaryu,"@CeritaTranspOL @lambeonlen saya mungkin 1 dari jutaan driver yg bernasib malang di fitnah menyelesaikan order tanpa bawa customers yg berakibat bonus tidak cair tanpa adanya proses klarifikasi dan kosolidasi , semoga rekan rekan driver lain tidak bernasib sama sperti sy"
galihnyaryu,itu adalah bukti bahwa order tersebut saya cancel  tapi dari pihak grab tidak bisa membuktikan apa2 atas tuduhan nya grab hanya bicara kata tapi saya bicara data dan fakta
ihaann,"Barusan nyoba bandingin Grabcar , Gocar , UberX . 
Dan Gocar nya yg beda jauh . 
Rutenya yg bener emang gimana kah ? Bener yg di Gocar atau yg di Uber ?"
dwgstn,"Bapak gojek : ""pasti mbaknya belum mandi "" 
Me : ""yaiyalah Pakkk :'))), bapak baru datang ke pangkalan pasti udah mandi ya ?"" 
Bapak gojek : ""lho ya sudahlah , ga cium nih saya wangi ?? Wkwkwk "" 
Me : ""hahahaha *emang beneran wangi * :))))) "" 

@CeritaTranspOL"
hakimsrg,"Mengapa di GoCar , selisih pembayaran penumpang yang GoPay dan Cash , dibebankan kepada Driver ?

Ada yang tau ?

@CeritaTranspOL @gojekindonesia"
dituneik,"Bener2 @GrabID ini keren , perjalanan gw cmn 1000 rupiah @CeritaTranspOL"
dwgstn,"Ngga pernah komentar apapun ke driver gojek , sekalinya ngekomen ...
@CeritaTranspOL"
dwirahmania22,"@CeritaTranspOL buat semua penumpang ojol , kalo kalian gak bisa buka lapangan pekerjaan buat org lain , jgn kalian matiin lapangan pekerjaan org lain . sekesel -keselnya selama dia masih sopan gak usah lah kasih bintang dibawah 5"
dinikopi,WAH PARA UBER GRABCAR GOCAR @CeritaTranspOL  HARUS DICIDUUUK !
Driver2292,"@CeritaTranspOL 
Episode Penumpang kekinian
 : Pak jemput di Zahra Farpum
 : *""'@#$"
yonpurba,Para Pengguna Grab ada baiknya cek tgl kadaluarsa rewards pointnya . Soalnya di Grab rewards point expire date berlaku hnya selama periode rewards . Melebihi periode rewards maka akan expired . Berbeda dgn Go -Points yg diperpanjang setahun setelah penggunaan trakhir . Segera tukarkan
titiensumarni,"ya Allah td driver ojek curhat , krn tiba2 ratingnya turun , pdhl menurut dia , dia tuh selalu baik dn merendah sm penumpang , sampe nangis dia ,krn takut disuspend .... cc @CeritaTranspOL"
yeahmahasiswa,Perlunya sopan santun dalam menuliskan pesan kepada dosen .
LeelinKarlin,"Abis dpt driver uber ..

Me : ""Pak Tujuh ?""
Bapake : "" iya neng , belum delapan ..""
"
dinadimu,Daku sore tadi mengalami drama gojek ini karna nama yang sama
ayutami,"when @Uber responded to my complaints Waaaay FASTER than @Uber_IDN . and I thought we live in the same city , duh ."
euniceapril,Nama mas uber gua dong ..:)))
nagacentil,Gojek udah masuk fase jadi merchandise dan diiklanin tanpa diminta
katherinepoluan,"Malam natal jd terharu , mau nangis  Abis pesen gofood & kasih tip yg gak seberapa terus disms didoain panjang bgt sm drivernya . Amin pak"
ndilossa_,Siap dijemput untuk menumpas kejahatan  @CeritaTranspOL
dituneik,"Pagi ini blusukan sama @GrabID si bapak driver lewat gang2 kecil , masuk sini masuk sono . Gw kirain tau jalannya , ternyata dia juga nggak tau . Hahahaha .. @CeritaTranspOL"
pengendarabesi,"lihat gimana para supir eh mitranya @GrabID -car pada ga kabur ke aplikasi sebelah . perbedaan harga yg sangat jauh . blom ditambah potongan 20 % lagi hahahah . jangan customer mulu yg dimanjain bos , itu mobil sama keluarga mitranya jg butuh macem2 buat dibiayai bos .@CeritaTranspOL"
galihnyaryu,@GrabID menjelang berakhirnya jam perhitungan point mulai bermunculan akun sampah dengan order fiktif nya cape deh mau tupo ga gt juga kali cara nya @CeritaTranspOL
aranigr,Tadi sore liat mamang gojek pake kostum spiderman lengkap sampe topengnya . Kelakuan ... cc : @CeritaTranspOL
sabrina_riyanto,"Butuh aqua ? :v
@CeritaTranspOL"
askmenfess,[askmf ] sekedar mengingatkan . maaf apabila ada yang tersinggung
dexteriousity,@CeritaTranspOL 2 tipe driver ojol yg ga boleh dimacem2in : 1 ) akamsi 2 )
underundur,"Jadi inget , td siang order Gojek . Pas Gojek datang , disamperin ojek lokal , ojek lokal marah2 .
Trus saya disuruh naik ojek lokal dulu sampe keluar zona free -ojol . Dibayarin mas Gojek .

@CeritaTranspOL @gojekindonesia"
askmenfess,[askmf ] zoom aja y :( aku baper tolonq :(
leijun,Selfie with the driver of #GOJEK . He told me he has being a Mi Fan .
Lm_Fw,Terimakasih Bapak yang tadi dari perdatam ke Jt . makmur pondok gede .semoga dilimpahkan Rizkinya Amiin . Cc @CeritaTranspOL
NdaWiindaaa,@CeritaTranspOL drama ojol malam ini  .
noediyan,"3 . klo ordernya uber = sistem no waiting , order langsung masuk dengan di klik driver , karena ada harga petir (x1 .6 -x2 .3 -x3 .2 ) argo ini yang membuai driver pasti dapat argo besar , walau titik jemput dan tujuan belum diketahui ."
noediyan,"1 . klo ordernya gocar = ada sistem autobid . tetiba langsung masuk .
2 . klo ordernya grabcar = ada sistem berantai , langsung masuk dengan klik , karena lihat argo , biasa driver terima dulu , cancel belakangan .
3 . klo ordernya uber = sistem no waiting , (1 )"
galihnyaryu,"@CeritaTranspOL @GrabID eta terangkan lah masih aja ada order fiktif di saat injury time bonus jam sibuk dan bonus harian , astagfiruloh masih kena akun iseng , positive thinking nya mungkin dy lelah nunggu order murni"
genta_langit,"""mbak , udah tau belom Pelni jalannya dibongkar ?""
""emang iya mas ? Belum tau saya ""
""yaudah kita lewat situ ya biar mbaknya tau ""
""MASSS TAMBAH JAUH MASS WOOYY LAGI SAKIT PERUT INIII ""

lalu tetep dilewatin Pelni sama mas grabnya :""| @CeritaTranspOL"
hendyaw,"Pernah nanya driver Uber , katanya kalo kita suka dirating 5 sama driver , kita bakal dapet promo potongan 5000 itu . Kalo gak salah setiap 10 atau 5 kali berturut -turut bintang 5 dari driver sih"
tikasabila,@CeritaTranspOL min di RS Rawamangun ada driver yang istrinya sakit ginjal .. awalnya sama2 nunggu dokter spesialis tapi si istri kesakitan dan akhirnya masuk UGD
Uaiaai29,"@CeritaTranspOL Manusia -manusia kuat itu kita , Jiwa -jiwa yang kuat itu kita , Manusia -manusia kuat itu kita , Jiwa -jiwa yang kuat itu kita ~

Mantep nih drivernya pantes merdu sepanjang jalan . Tadi pokoknya kaya video klip lah , ujan , kupluk jas ujannya nampar muka kita , mantap ."
galihnyaryu,"@CeritaTranspOL @GrabID ya tuhan hindari kami dari customer iseng , pesan makanan di telp ga aktif di chat pending , padahal kami sangat serius kerja yg akhir nya performance kami turun dan hujan pun mebasahi pipi bersama air mata kesedihan"
PROPAGAN7A,"@CeritaTranspOL @PEMBIMBINGUTAMA 
Dosen jaman now"
amharrrrr,"oiya ini si bapaknya smg rejekinya lancar trs ya pak , seneng bgt masih ada org baik di jkt kok . sekian . cc @DriverGojekPro @CeritaTranspOL"
noediyan,"Alhamdulillah , rejeki malam ini , nett @ 40k per jam , tanpa macet .

Dan sudah 400 late night trip .
Jam kalong selesai .
Waktunya istirahat .
Met Bobo @CeritaTranspOL"
gendhis_ib,Dicancel di depan mata sama driver @Uber_IDN karena dia blg jalannya macet dan mau cr arah depok aja wtf @CeritaTranspOL
Akm_FADH33,Dianterin personel cagur ... @CeritaTranspOL
CeritaTranspOL,Eh gimana ini ?
CeritaTranspOL,Teman -teman driver ada yang punya solusi ? Yuk berbagi !
josputra_,Hi @CeritaTranspOL mungkin ada teman yang berminat :)
sabrina_riyanto,"Buat pengguna uber , emg tiap minggu uber ngasih promo ya ? Kok di akun gue promo mulu ya :'v , udh sebulan malah @CeritaTranspOL"
yonpurba,Jakarta nowadays
noediyan,"Kalau driver sudah telp . 
Sudah 100 meter dari Titik jemput .
Kemudian saat didepan gedung dicancel tuh gimana rasanya ya ?
Padahal ditelp . Katanya Jemput diluar aja .
Dan saat itu dia berhentikan Dan Naik taxi biru .

"
Assya7,"Sempet diemin dulu , kali aja driver nya kelewat puteran ... Lama -lama makin jauh , drivernya udah ke jalan ke arah depok (?) dan tidak ada tanda -tanda mengarah ke rumah"
Assya7,"Pesen ojol dari rumah ke halte , ojolnya pergi duluan ke halte g jemput aku dulu"
CeritaTranspOL,Heee ...daster ? Eh tapi usahanya bagus ya .
CeritaTranspOL,Why diambil yes ..
noediyan,"Main di ring 1 bang . Tutup point go -car , grab sm Uber bisa tiap Hari . 
Tapi klo pale manual dijamin pegel injek kopling .
Muacetnya GK nahan ."
ulinyusron,"Terima kasih banget Kang Irfan Dedy , pengemudi @gojekindonesia yang susah payah mengembalikan iPhone kesayangan yang tertinggal di motor . Jujur , tulus dan tanpa pamrih (menolak dikasih tips ngembaliin HP ). Indonesia perlu banyak orang sepertimu Kang . Hormat grak !"
noediyan,"Nanti pas sudah lunas , pasti lgs saya jual lagi nih mobil .
Karena udah babak belur bawa penumpang yang berbagai macam .

To reader @CeritaTranspOL 
Mohon maaf jika mobil driver anda kotor , kurang nyaman , mungkin beliau / driver sudah berusaha menjaga kebersihan . (4 )"
noediyan,"ketika mereka naik , Si Bapak senior bilang
""Macem bukan Jakarta je ni , naik oto pakai koran .""
Akhirnya saya ikhlas saya telan , karena masih dpt high fare  (50k ) dari argo normal 36k .
Dan berharap kolong mobil gk banyak yg rusak karena mentoq jembatan tadi . (3 )"
noediyan,"Dan mobilnya nyangkut , gara2 full load , 
satpam minta baris tengah turun dulu , supaya bisa lewat .
Pas baris tengah dan turun mobil bisa lewati jembatan , mereka naik lagi .
Kapok dengan hal serupa  saya ambil koran bwat alas karena masih mau ngalong (2 )"
noediyan,"another story of @CeritaTranspOL 17 DEC 17 
Jemput di Hotel , eh lagi ada galian saluran air , terpaksa mobil naikin jembatan darurat .
Pas penumpang sudah naik (3 pria @ 50kg baris ketiga , 3 wanita @ 45kg baris kedua , senior @ 65kg di bangku depan ) suspensi turun , dan ... (1 )"
katanuning,Abis dapet bintang 2 dari abang uber . Padahal gue nyusahin juga enggak . Bikin nunggu juga enggak . Gegara pake credit card keknya :/ @CeritaTranspOL
rivamareta,"@CeritaTranspOL 
Ngojek jarak deket 1 ,5 km -an ga sampe 5 menit . Tp nunggu abang gojeknya 10 menit lebih"
noediyan,"Barbuk .
End .

Eh iya , info aja . Skr Ada driver grab cgk . Jadi mereka dpt priority order area bandara dibandingkan driver lain .
Terima Kasih .
(4 ) end"
noediyan,"Alhasil , saya mengalah dan menunggu , sempat diingatkan rekan driver taxol lain karena sudah mengundang perhatian . karena argonya murah , tmn2 taxol gk ada yg mau ambil .
dan karena saya harus memperbaiki rating penerimaan , saya tidak bisa cancel , dilema (3 )"
noediyan,"4 orang penumpang = pendatang .
2 orang guide pemesan taxol = warga bandara mas .

saya nunggu sampe 1 jam dari jam 22 .00 - 22 .50 baru jalan . gara2 nunggu 1 mobil yang pada cancel .
Mereka gk mau pindah dari depan area  up karena kopernya berat . (2 )"
noediyan,"To rider @ceritatranspol , bwat masih sering order di bandara , kami ingatkan jangan pernah berbincang , berdiri , dan memesan taxol d bandara 1 -3 meter dari security / avsec , kasihan jika driver kegep .
semalam udah dibuntutin avsec gara2 peunmpang 6 + koper 4 , maksa 1 mobil .n (1 )"
abi_irlan,Pernah juga neh dapet penumpang kaya gini
ajengaryanti,"Iya sih ,  cma keknya hrus diperhatikan jga nga semuanya bsa terima telpon .  Pdahal saya smsnya ke nomor mas ojolnya yg buat tlp saya berkalikali . Saya uda nunggu lama tpi masnya nga baca smsnya , eh nga lama malah dicancel sma si mas ojol"
lifnggun_,"Pernah nunggu sampe 20menitan . Di map gak gerak . Ditelpon2 gak diangkat . Mau dicancel kasian .
Pas akhirnya telpon gue diangkat si bapaknya bilang ""cancel aja mbak , tadi hape saya dimainin anak saya ""
YELAH PAK"
SaidAdhon,Di gojek kalo rider bayar cash perjalanan lebih dari 4km biasanya berkurang
dijalannn,"Kalo di Gojek pada takut di cancel mba kalo ga telfon (konfirmasi ) , biasanya yang kaya gtu driver yg udh agak tua . Terus ga terlalu merhatiin sms /note di aplikasi ."
fadlanous,"sebenarnya sering sih . kadang driver ga bisa dihubungi . dll .  menurutku , kalo 10 menit setelah  driver nya ga bisa dihubungi , itu dah lama banget . ini subjektif tentu sj .

yaa , tapi gapake dilaporin atau dikasih rate rendah jg sih . mending cancel kalo lama ."
putraapurnomo,"Katanya setiap kali klik ""Memulai Perjalanan "", topup dia akan berkurang . Jadi minta dicancel , meski tetap diantar ke tujuan . Agak aneh gak Min ?"
euniceapril,"Mamang Uber : tadinya saya udh mau pulang dek 
--
Gw : kalo dicancel bisa sih pak 
--
Mamang Uber : ya saya ngasi tau aja
--
Gw :  
(ah taik lu ....gw mang udh dicancel 3x tadi tapi enek banget ngenye dikasi tau gitu . Jadi diem aja )"
CeritaTranspOL,"Waduh maaf mimin kurang paham . 

Mungkin teman -teman ada yang bisa bantu jawab ?"
CeritaTranspOL,"Mungkin karena terbiasa konfirmasi telepon lebih cepat ya . Teman -teman driver ada yang punya alasan lain ? Boleh share di sini .. 

Semoga ke depan driver juga aware dengan info di SMS perihal <e2><80><9c>hard or hearing <e2><80><9d> ya .. :)"
dijalannn,"Balik lagi ke orangnya masing masing sih om , ada customer & driver baik , ada juga customer & driver rese"
dijalannn,"Oh lama find drivernya , biasanya kalo kaya gtu banyak sebab sih kenapa lama .
1 . Jarak jauh ke tempat sepi order
2 . Tujuan kawasan macet
3 . Jarak nanggung tarif murah
dll ."
belindch,"Alhamdulillah gak pernah terlalu lama dijemput .. Biasanya kalo lama dikit , orangnya langsung sy telpon . . Tapi ga pernah lapor juga sik .."
yonpurba,Kalau saya telat jemput kalau misal dalam 3 menit gk ada kabar dan masih belum bergerak dari lokasi @dijalannn
CeritaTranspOL,Mbak yang pengertian kayak gini wajib dipertahanin .. Camkan gaes ! :<e2><80><9d>) *jangan mulai deh ganjennya min * *dikeplak mimin lain *
fabioiman,"Saya kemaren malah nungguin driver 20menit gak ada kabar , pertama dapet 2menit gak ngabarin langsung saya tlp , 10mnt kemudian sms nanya posisi udah dimana tapi gak dibales , sampai menit ke 20 saya sms lagi saya minta maaf untuk cancel dia"
ipoelvodoo,Ga ada yang namanya telat jemput . Saya dijemput sama kang ojol aja udah alhamdulillah bisa pulang ...
dinikopi,"paling sebel kalo 30 menit sih menurutku . Tapi liat juga kalo emang lagi rame dan dapetnya driver yg jauh , yaudah ditunggu aja karena ya mau gimana lagi . Dan ga pake ngeluh kok telat sih mas . Karena rider harusnya udah tau resikonya"
samuelkariono,"Bapaknya ternyata salah satu pengembang terbesar , jadi ojol buat ngisi waktu luang aja @CeritaTranspOL"
gost_funy,"Hai @GrabID , Brace yourself :)
Cc @gojekindonesia @CeritaTranspOL @noediyan"
KiraraAmber,"dikelilingin lapisan acrylic gitu kak .
jd ada sekat antara penumpang depan dan belakang .

di Medan kan lagi musim banget , driver taxol ama ojol ,diambil kenderaan ,drivernya dibunuh .
jd kalo malam biasa driver lbh selektif ambil penumpang"
KiraraAmber,"Di Medan kalo diatas jam 8 tuh susah dapetin GoCar 
Alasannya ,driver takut dibegal .
Td ku untungnya dapet .
Pas naik masang seatbelt ,siku kepentok .
Ternyata drivernya masang pelindung 

""Ada jarak diantara kita "" kata si bapak"
CeritaTranspOL,"Yang di Bekasi , silakaaaan ..."
galihnyaryu,@CeritaTranspOL @GrabID nengok tidak ya nengok tidak ya
dijalannn,"Buat para customer @CeritaTranspOL , serius nanya nih , definis telat jemput itu berapa lama yah ? Terserah percaya atau enggk , gw pribadi ga pernah di lama lamain klo jemput , kalo nunggu lama yg mau naek keluar rmh sih pernah"
CeritaTranspOL,Rating bapaknya bagus ...
CeritaTranspOL,Silakan ...guys !
dituneik,Order @GrabID naiknya Moge @CeritaTranspOL
CeritaTranspOL,"Tolong yang kenal ini bocah siapa , coba dinasehati .. Jangan bandel ngerjain orang lain ."
zafirayasmin,@CeritaTranspOL karena udah sering diginiin pengen gitu sekali2 iseng galak . Eh ujungnya malah jadi ga tega
bootlegculture,Tmnku ya dapet ini
detdettt,"Mau sombong jg ah td malam mau pesan , pas liat . Lgsg tidur lg aja . Biasanya cmn 50rban farenya"
CeritaTranspOL,Atau dicium kening ?
hwangmeihyun,"mau cerita ah !
jadi td nyokap kepasar naik gojek
gue emg dpt vouchergratis ,pas pesen di note gue tulis ""nanti ditambah ""
pengalaman ,kalo pake voucher gada yg mau ambil
pas ud sampe ,mas nya gamau dibayar
alhasil lempar2an uang sm nyokap wkwk
semoga rezekinya lancar terus ya mas !"
Driver2292,"Semoga saya tidak mendapatkan dosa atas order ini .
<e2><89><a0><e2><89><a0><e2><89><a0><e2><89><a0><e2><89><a0><e2><89><a0>
Nganterin tapi alexisnya kan dh tutup , eh skr namanya xis4play .
<e2><89><a0><e2><89><a0><e2><89><a0><e2><89><a0><e2><89><a0><e2><89><a0>
Bukan warga Dki , jadi tetep order kesana . Dari +60xxx
<e2><89><a0><e2><89><a0><e2><89><a0><e2><89><a0><e2><89><a0><e2><89><a0>
Ternyata dia disini 3 hari , tadi malam ke Xis4Play , skr ke #DWP2017"
Bgs_Fv,@CeritaTranspOL helm pecah retak retak bisa disatukan pakai kabeltis ...  Dan kenapa harus warna pink sih bang
CeritaTranspOL,Good idea !
izumifaiz,"Kabar baik buat pengguna GoJek , udah bisa chat dalam aplikasi .
Cc : @CeritaTranspOL"
ngojekin,Kakak nya NGELEDEK Emangnye CURUT @CeritaTranspOL
JusDalle,"Bekerja tak kenal waktu dan situasi , ibu mitra pengemudi Go -Jek berhasil mewujudkan mimpi punya rumah dr KPR yg ringan . Suasana Menara BTN diliputi keharuan .  #ParadeKPRBTN @CeritaTranspOL"
dwyth7,"hai @CeritaTranspOL ada driver @Uber_IDN  yg mengalami hal yg sama ga yah ,tiba2 ada yg telp ,tahu smw data driver bilang kalo aplikasi saya sudah lama disuruh perbarui dan mengaktifkan akun lewat atm , di atm juga ada tulisan uber aktif tp trnyata tf ke telkomsel , penipuan bkn ?"
mhafil,"Awalnya akun @GrabID  disuspend pd hri minggu , terus isi form via web . Eh Hari ini dpet sms kayak gini . Min @CeritaTranspOL bisa bantu ? Gw gak pernah aneh2 kok , terakhir order juga bulan septmber 2017"
silpez,"@CeritaTranspOL saat harapan sudah naik setinggi2nya , tapi kadang emang gak sesuai ekspetasi . Jadi inget di PHP -in sama ...hhmmmm . hahaha"
silpez,"Belakangan lumayan sering dapet pocer , semacam rejeki anak cantik . tapi pas di cek pocernya cumah ada 4 . Eniwei ,trims gojek @CeritaTranspOL"
BondolSimamora,@CeritaTranspOL goride di medan kena sweeping ama sopir angkot .  Hari ini di medan sopir angkot demo .
indriadhaa,"Terserah abwank aja deh ya . Yg penting sampe tujuan dgn sehat , selamat , dan sentausa ! Hahaha @CeritaTranspOL"
ivychininta,"@CeritaTranspOL untung pernah baca soal penipuan ini , jadi ga terjebak :'v

Terus sama mas2nya ditutup dong telponnya tanpa mengucapkan kata perpisahan :("
sihargeol,"Si ibu mau ke Bandung , Primajasa udeh jalan 5menit lalu , trip berikut kudu nunggu 1jam kemudian . Tak kejar , nemu dan Primajasa masih kosong . @CeritaTranspOL"
weninghapsari,Premiere naik gojek x starwars
MrdhHalim,Jemput ikan julung julung dulu  @CeritaTranspOL
noediyan,"bwat kamu yang pernah menjadi driver online dengan uber , sekarang ada kesempatan menghasilkan 1 juta per hari , gak percaya ? cek link ini  <e2><80><a6>
gimana caranya ? ambil order sebanyak mungkin dalam 1 HARI . 100 orang yang menjalankan order terbanyak dpt 1 juta"
maulidyapy,"when you lagi ke proyek tapi ga di anterin driver kantor , dan harus ngecek lokasi lain tapi terlalu males buat jalan kaki  @CeritaTranspOL"
acikjcr,@CeritaTranspOL tp karna saya tau rasanya kerja ga dibayar saya ttp bayar sesuai tarif & kalo ada lebih saya lebihin ..thankyou niat baik nya
acikjcr,@CeritaTranspOL terimakasih semua abang ojol /hitch yg maksa gausah bayar karna tau sy anak magang yg kerja jg dibayar  cnt >
windyanan,"Sekedar mau berbagi pengalaman @CeritaTranspOL 

Penumpang respect
Driver professional
Semua senang"
CeritaTranspOL,"(((PENGEN ISTIRAHAT )))
(((KEPENCET )))"
mericahitam,"Bang Gojek : Saya isi bensin dulu ya Pak .
Me : Oke Bang ...

*turun dari motor *
*berjalan ke arah keluar *
*main hape *
*ndongak *
*menatap lusinan Bang Gojek *

LAH ANJIR TADI BANG GOJEK GUE YANG MANA YA ???"
genta_langit,"Wahai pengguna Grab sekaligus pencari promo , rajin -rajin lah update aplikasimu karena tiap minggu akan ada promo untukmu @CeritaTranspOL"
izumifaiz,"@CeritaTranspOL 07 :11 WITA | Aqua gelas & Relaxa udah full tersedia FREE untuk rider Uber /Grab /GoCar hari ini .
Saya sering terima uang tip dari rider dan bonus dari GoCar , sebagai wujud terimakasih saya sediain ini untuk rider . Saling memberi . Semua happy ! 
#SimbiosisMutualisme"
lianilidia,"Tadi ceritanya order uber , terus pertama kali , dia nanya mau kemana , dan minta cancel karena kejauhan . Yaudah cancel .
Order kedua , eh dia ambil lagi . Sampe gue kesel , jd ngomong kaya gini  @CeritaTranspOL"
